Polygon,Name,Street Address,Street Address2,City,State,Zip code,Roof Area (Sq. Ft),Occupancy Type,Construction Type,Roof Type,Roof Construction,Roof Material,Normal Population,Sprinklered,Stand Pipe,Fire Alarm,Hours of Operation,Owner Contact,Owner Phone,Notes,Storey Above,Storey Below
,C-U Adventures,302 N Broadway ,101,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108460003A,FPP",,
,Habitat for Humanity,302 N Broadway ,102,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108460003B",,
,Urbana Park District Maintenance Office,901 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108201003,704",,
,University Park Apartments,908 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108257002",,
,Washington School (Vacant),1102 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108254002",,
,"Urbana, School Dist #116 Playground area",1116 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108254001",,
,Family Aquatic Center,1401 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108201003B,FPP",,
,Urbana Park District Anita Purves Nature,1505 N Broadway ,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108201003A",,
,Hamilton on the Park Club House,1201 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-7",,
,Hamilton on the Park (Bldg 1),1206 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-1",,
,Hamilton on the Park (Bldg 6),1301 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-6",,
,Hamilton on the Park (Bldg 2),1302 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-2",,
,Hamilton on the Park  (Bldg 4),1305 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-4",,
,Hamilton on the Park (Bldg 3),1306 N Brookstone CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205007-3",,
,Campus Property Management,105 N Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117101005",,
,Carle Foundation (Subway Storage),505 N Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108307001",,
,Weiner Companies,109 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102021",,
,"Lozar, Charles & Virgina",111 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102016",,
,"Lozar, Charles & Virgina",201 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102017",,
,Carriage Way Apartments,302 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117107017",,
,Busey Court Apartments,303 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117103019",,
,Europa Lofts,603 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117152013",,
,Peter Herbert,807 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117154012",,
,Peter Herbert,809 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117154013",,
,Footprint Leasing,1008 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117306004",,
,1301 Busey LLC,1301 S Busey AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117351004",,
,SJ Smith Welding Supply,1212 E Butzow DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109404001,FPP,704",,
,Peter B's Storage,1304 E Butzow DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109402012",,
,Security Door and Hardware,1402 E Butzow DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109402013,FPP",,
,Iron Workers Local 380,1602 E Butzow DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109402004,FPP",,
,"Urbana, School Dist #116",401 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117179006",,
,"Urbana, School District",403 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117179005",,
,"Urbana, School Dist #116",405 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117179004",,
,Klatt Properties,501 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117177006",,
,McClintock Properties,704 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117155014",,
,Melissa Brashear,808 W California AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117151005",,
,Fasteners Etc,1304 W Cardinal CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106401007",,
,Bimbo Bakeries USA,1311 W Cardinal CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106401008",,
,Illinois American Water,1406 W Cardinal CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912106401006,FPP",,
,U Of I % Joe Miller, S Carle AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000730,URU",,
,Canaan Baptist,213 N Central AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108380007",,
,Carle Buildings and Grounds,402 N Central AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108380017",,
,510 E Chalmers,510 E Chalmers ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000262,CNU",,
,512 E Chalmers,512 E Chalmers ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000235,CNU",,
,Carle Tower HVI,701 W Church ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108306005,FPP,704",,
,Carle Storage,710 W Clark ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108357002",,
,Advantage Property CU,808 W Clark ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108352009",,
,Smith Apartments,1010 W Clark ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107480015",,
,Kennedy Wilson Inc,209 N Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108359005",,
,Carle Energy Building,503 N Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108307005,FPP",,
,Baraka Properties,101 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117105005",,
,Bankier Apartments,106 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110001",,
,"Schrenk, Loren C (Brown House)",703 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117157007",,
,Montevideo Bldg Corp,706 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117161011",,
,Vanpatwood Condo's,801 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117158000",,
,Vanpatwood Condo's,803 S Coler AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117158017",,
,Elec. Substation - Southeast Campus,1102  College CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC008259,URU",,
,Platinum Group,703 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121152040",,
,Platinum Group,903 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121152041B",,
,Platinum Group,905 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121152041C",,
,Platinum Group,1001 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121152041D",,
,Platinum Group,1003 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121152041E",,
,Green Street Realty,1102 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121126033",,
,Stone Ridge Square Apartments,1702 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041A",,
,Stone Ridge Square Apartments,1708 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041D",,
,Stone Ridge Square Apartments,1710 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041E",,
,Stone Ridge Square Apartments,1712 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041F",,
,Stone Ridge Square Apartments,1716 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041K",,
,Stone Ridge Square Apartments,1720 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041G",,
,Stone Ridge Square Apartments,1724 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041N",,
,Stone Ridge Square Apartments,1730 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041H",,
,Stone Ridge Square Apartments,1732 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041O",,
,Stone Ridge Square Apartments,1736 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041Q",,
,Stone Ridge Square Apartments,1738 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041R",,
,Stone Ridge Square Apartments,1740 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041S",,
,Stone Ridge Square Apartments,1742 E Colorado AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121200041T",,
,Fairfield Automotive,211 S Cottage AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116104037,FPP",,
,Boost Mobile,510 N Cunningham AVE,1,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011A",,
,Ashar African Market,510 N Cunningham AVE,2,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011B,FPP",,
,La Mixteca Restaurant,510 N Cunningham AVE,3,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011C,FPP",,
,Cookies By Design,510 N Cunningham AVE,5,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011D",,
,El Progreso,510 N Cunningham AVE,6,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011AB,FPP",,
,Fashion & More,510 N Cunningham AVE,10,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011AE",,
,TruckHouse T's,510 N Cunningham AVE,11,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011M",,
,Ruby's IV,510 N Cunningham AVE,12,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011J,FPP,LIQ",,
,LL Sushi,510 N Cunningham AVE,13,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011K,FPP",,
,El Oasis,510 N Cunningham AVE,14,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011L,FPP",,
,Five Points Commercial Center,510 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108427011",,
,Tin Roof Tavern,604 N Cunningham AVE,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108426004A,FPP,LIQ",,
,BBA Auto Sales,610 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108426002,FPP",,
,Cunningham Motor Sales,901 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108280019",,
,Crispin Auto Sales,1010 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108279001",,
,Bangkok Thai,1104 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109151010,FPP,LIQ",,
,Beaumont Small Animal Clinic,1304 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103001",,
,Lucky Luke's,1504 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,9121109103022G,FPP,LIQ",,
,Dollar General,1506 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103022ICA,FPP",,
,Vacant f/k/a VIP Banquet Hall,1506 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103022IC",,
,Kiser Birch Realty,1508 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103020",,
,Armored Gopher Games,1508 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103020A",,
,Harbor Freight Tools #290,1508 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103020B,FPP",,
,Central Illinois Bank,1514 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109103019",,
,Granite City,1804 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912104352012",,
,Eastland Suites,1907 N Cunningham AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912104301000,FPP,LIQ",,
,Grein farm barn,600 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000958,CCU",,
,Grein farm barn,600 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000985,CCU",,
,Grein farm storage shed,600 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000987,CCU",,
,Grein farm storage shed,600 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000988,CCU",,
,Grein farm E.E. storage shed,600 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000989,CCU",,
,Dynamics Test Lab,609 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000031,CCU",,
,Police Training Institute - Pavillion,609.5 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001068,URU",,
,Police Training Institute - Range 1,609.5 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001069,URU",,
,Police Training Institute - Range 2,609.5 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001070,URU",,
,Police Training Institute - Tactical,609.5 E Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000277,CCU",,
,513 W. Curtis Road,513  Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001115,URU",,
,Geophysical observatory house of grein,  Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000960,URU",,
,Natural Gas and Meter Station,  Curtis RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC008285,URU",,
,Library and Information Science Building,501 E Daniel ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000331,CNU",,
,International Student Affairs,510 E Daniel ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000362,CNU",,
,Delmont Village,1501 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453019",,
,Delmont Village,1502 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453037",,
,Delmont Village,1505 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453102",,
,Delmont Court Village Main Office,1506 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453111",,
,Delmont Village,1509 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453132",,
,Delmont Village,1510 S Delmont CT,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932117453049",,
,Parking Structure - Gregory and Dorner,1001 S Dorner DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000557,URU",,
,USDA Nematolgy Greenhouse,1105 S Dorner DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000194,URU",,
,Dorner Drive Retention Basin,1110 S Dorner DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC008250,URU",,
,Plant Science Lab,1201 S Dorner DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000256,URU",,
,Dublin Street Church of Christ,1402 W Dublin ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107252011,FPP",,
,Greater Holy Temple Church Annex,1405 W Dublin ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107253013,FPP",,
,Greater Holy Temple Church,1409 W Dublin ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107253013A,FPP",,
,"Urbana, School Dist 116",906 W Eads ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107278019",,
,"Urbana, School District 1",914 W Eads ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107278011",,
,Morning Star Free Will Baptist,1402 W Eads ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107205034,FPP",,
,Martha Gillette,606 E Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117232006",,
,"Ebbert, Chad",304 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117135013",,
,Sheri & Kip Doyle,305 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136004",,
,Klatt Properties,409 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117132001",,
,Campus Property Management,502 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110023",,
,Campus Property Management,504 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110022",,
,Campus Property Management,506 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110021",,
,Urban Development Group,508 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110025",,
,Hunsinger Enterprises,608 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110004",,
,Hunsinger Enterprises,610 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117110003",,
,Hunsinger Enterprises,701 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106007",,
,Hunsinger Enterprises,705 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106005",,
,"Chambers, Robert S",707 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106004",,
,"Lozar, Charles C",712 W Elm ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117105016",,
,Weston hall,1209  Euclid ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000080,CNU",,
,Olympic Construction,907 W Fairview AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107428007",,
