Polygon,Name,Street Address,Street Address2,City,State,Zip code,Roof Area (Sq. Ft),Occupancy Type,Construction Type,Roof Type,Roof Construction,Roof Material,Normal Population,Sprinklered,Stand Pipe,Fire Alarm,Hours of Operation,Owner Contact,Owner Phone,Notes,Storey Above,Storey Below
,Moorman resaerch farm physiology barn 1,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000900,CNU",,
,Mormon research farm1a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000901,CNU",,
,Moorman research farm-2a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000902,CNU",,
,Moorman research farm3a-4a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000903,CNU",,
,Moorman research farm 5a,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000904,CNU",,
,Moorman research farm-farrowing house,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000905,CNU",,
,Moorman research farms1b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000906,CNU",,
,Moorman research farm-2b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000907,CNU",,
,Morrman research farm 3b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000908,CNU",,
,Moorman research farm4b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000909,CNU",,
,Moorman research farm5b,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000910,CNU",,
,Moorman research farm oxidation ditch bd,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000911,CNU",,
,Imported swine research laboratory,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000912,CNU",,
,Moorman research farm 1c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000913,CNU",,
,Moorman research farm-2c-3c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000914,CNU",,
,Moorman research farm 4c,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000915,CNU",,
,Moorman research farm-1d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000916,CNU",,
,Moorman research farm-2d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000917,CNU",,
,Moorman research farm3d,2100 S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000918,CNU",,
,Intensive care nursey, S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000943,CNU",,
,Confinement beef cow barn, S Fourth ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000995,CNU",,
,Motorcycle safety office,4  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000347,CNU",,
,Driver Training Site Storage Bldg.,6  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000302,CNU",,
,Driver Training Facility,8  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000283,CNU",,
,IFSI - Fire Station,9  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000290,CNU",,
,IFSI - Classrooms and Offices,11  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000294,CNU",,
,Admin Information Technology Building,50  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000281,CNU",,
,Motorcycle Storage,  Gerty DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001166,CNU",,
,Central Illinois Produce Storage,410 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116178011",,
,JMK Computers,703 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116181003",,
,Rent Champaign,705 S Glover AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116181004",,
,Barber & DeAtley,611 N Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107412001,FPP",,
,"Urbana, School Dist #116",810 N Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107426001",,
,The Bread Company,706 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277001,FPP,LIQ",,
,Canopy Club,708 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277002,FPP,LIQ",,
,Vacant,710 S Goodwin AVE,3,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277009A",,
,Timpone's Ristorante,710 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,9321182770024,FPP,LIQ",,
,DC-11 Vet. Med. Elec. Dist. Center,2004 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC008284,URU",,
,Superconductivity Center,100 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000095,URU",,
,Nuclear Reactor Lab,102 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000182,URU",,
,Nuclear Engineering Lab,103 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000117,URU",,
,Seitz Materials Research Lab,104 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000066,URU",,
,Nuclear Radiation Lab,201 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000048,URU",,
,Aviation Ground School,205 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000245,URU",,
,Volatile Chemical Storage Building,505 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000155,URU",,
,Morrill Hall,505 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000242,URU",,
,Chemical and Life Sciences Lab,601 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000070,URU",,
,Bevier Hall,905 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000158,URU",,
,"ACES Library, Info and Alum Cntr",1101 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000377,URU",,
,Art East Annex Studio 2,1301 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000002,URU",,
,Wood Engineering,1305 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000183,URU",,
,Dairy experimental round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000855,URU",,
,Dairy experimental round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000856,URU",,
,Dairy Round Barn #3,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000857,URU",,
,Dairy experimental round barns - Office,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000858,URU",,
,Plant pathology shop and storage,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000859,URU",,
,New calf barn-round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000860,URU",,
,Brick garage lab-round barns,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000861,URU",,
,Calf barn,1900 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000863,URU",,
,Vet Med Feed Storage Building,2105 S Goodwin AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000341,URU",,
,Kirby & Turner Masonry Inc.,620  Gravel RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108481006",,
,Bluebird Boutique,212 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117141005",,
,"Bruno, Thomas",303 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117137005",,
,Dobrovolny Law Office,306 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136011",,
,Kennedy Wilson Inc,308 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136010",,
,Sylvia's Irish Inn,312 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117136008",,
,JSJ Property Management,410 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117132010",,
,"Weisskopf, Jonah V.",411 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117133001",,
,"Doyle, Kip",503 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117128005",,
,First Presbyterian Church,602 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111011,FPP",,
,Weiner Companies,603 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117112004",,
,First Presbyterian Church,604 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111010",,
,Korean Church of Champaign,608 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117111009,FPP",,
,University Group,611 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117112001",,
,Coler Crossing,701 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117107008",,
,"Donato, Anthony",702 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106016",,
,"Combs, David",705 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117107006",,
,Hunsinger Enterprises,712 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117106010",,
,College City Apartments,802 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102019",,
,Campustown Rentals,803 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117103004",,
,"Devine, Robert & Karen",806 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117102024",,
,Loomis Lab,1110 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000067,URU",,
,1202 W Green,1202 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000139,URU",,
,Wesley United Methodist Church,1203 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118204003,FPP",,
,Mechanical Engineering Building,1206 W Green ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000112,URU",,
,Campus Recreation Outdoor Center,51 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000380,CNU",,
,Personnel Services Building,52 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000154,CNU",,
,Printing and Photographic Services Bldg,54 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000222,CNU",,
,Gregory drive food service,107 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000085,CNU",,
,Garner hall,201 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000082,CNU",,
,Timothy Nugent Hall,207 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001248,CNU",,
,Business Instructional Facility,515 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001206,CNU",,
,Natural Resources Garage,608 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000133,CNU",,
,Library Air Conditioning Center,608 E Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000276,CNU",,
,Madigan Lab,1201 W Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000336,URU",,
,Animal science air conditioning center,1201 W Gregory DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000401,URU",,
,Green Street Realty,106 N Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107487001",,
,Enviromental Health and Safety,101 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000213,URU",,
,Campus Property Management,106 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228020",,
,"Nogle, Charles",110 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118228005",,
,ASCEND,700 S Gregory ST,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280010A",,
,No7 Salon and Spa,700 S Gregory ST,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022B",,
,Bab Plus Korean Restaurant,700 S Gregory ST,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022C,FPP",,
,J Gumbo,700 S Gregory ST,D,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022D,FPP",,
,FIRA Boutique,700 S Gregory ST,E,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008E,FPP",,
,BBQ Premium Chicken,700 S Gregory ST,F,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022F,FPP",,
,Dear 72,700 S Gregory ST,G,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912118277022G,FPP",,
,Caffe Bene,700 S Gregory ST,I,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022I,FPP",,
,Gregory East Apartments,700 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008AA",,
,Gregory Place II,700 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118280022",,
,Illini Subway,701 S Gregory ST,A,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008A,FPP",,
,Basil Thai,701 S Gregory ST,B,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008B,FPP",,
,Merry Ann's Diner,701 S Gregory ST,C,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008C,FPP",,
,Starbucks,701 S Gregory ST,D,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008D,FPP",,
,Rosati's Pizza,701 S Gregory ST,H,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008H,FPP",,
,Gregory Place,701 S Gregory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277025",,
,KoFusion,701 SS Gregory ST,F,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932118277008F,FPP",,
,Building Research Lab,1804 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000314,CNU",,
,Building Research Laboratory,1806 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000344,CNU",,
,Pesticides Storage and Mixing,1810 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001048,CNU",,
,Entomology lab,1902 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000187,CNU",,
,Natural History Survey Storage - 5,1902 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000325,CNU",,
,Clay hydrology lab,1904 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000305,CNU",,
,Biological Control Lab,1904 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000307,CNU",,
,Natural History Survey Storage-4,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000309,CNU",,
,Natural  History Survey Storage-3,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000311,CNU",,
,Natural History Survey Storage-2,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000312,CNU",,
,Natural History Survey Storage-1,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000313,CNU",,
,Shop and Equipment Building,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000315,CNU",,
,Natural Resources Studies Annex,1910 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000321,CNU",,
,Water survey warehouse,2098 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001026,CNU",,
,South Studio 5 (Graduare Photography),2108 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000370,CNU",,
,South Studio 6 (Graduate Painting Fac),2109 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000375,CNU",,
,Ceramics Facility (South Studio 4),2110 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000366,CNU",,
,South Studio 7 (General Arts Building),2111 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000371,CNU",,
,Glass Sculpture Bldg. (South Studio 3),2116 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000338,CNU",,
,Electrical engineering storage building,2121 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001020,CNU",,
,Sculpture Building (South Studio 2),2122 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000327,CNU",,
,Anthropology Storage Building,2127 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000330,CNU",,
,Art Studio (South Studio 1),2128 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000328,CNU",,
,Water Survey Research Center BDLG # 2,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000289,CNU",,
,Water Survey Research Center Bdlg #1,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001104,CNU",,
,Water Survey Research Center Bldg #10,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001105,CNU",,
,Water Survey Research Center BLDG #3,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001106,CNU",,
,Water Survey Research Center BDLG #4,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001107,CNU",,
,Water Survey Research Center BLDG #5,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001108,CNU",,
,Water Survey Research Center Bldg #6,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001109,CNU",,
,Water Survey Research Center Bldg # 7,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001110,CNU",,
,Water Survey Research Center Bldg # 8,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001111,CNU",,
,Water Survey Research Center Bldg #9,2204 S Griffith DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001112,CNU",,
,Capstone 1,209 W Griggs ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108384001",,
,Green Street Realty,508 W Griggs ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912108377007",,
,George Klatt,202 S Grove ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117236001",,
,Campus Property Management,1301 E Harding DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932121177007",,
,Hartle St. Group Home,106 S Hartle AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116129023",,
,Peter Pan Daycare,1108 N Harvey ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107277002",,
,Enterprise Works at Illinois,60 E Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001095,CNU",,
,Aquatic Research Field Lab,51 SW Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000322,CNU",,
,Physiology research laboratory,301 W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000020,URU",,
,Illini Union Warehouse,500 W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001028,URU",,
,Vet Med Surgery and Obstertrics,1008 W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000287,URU",,
,Pesticide storage building,1200 W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000837,URU",,
,Agronomy south farms lab, W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000824,URU",,
,Wildlife building, W Hazelwood DR,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC001045,CNU",,
,Colonel Wolfe School,403 E Healey ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000167,CNU",,
,Optical Physics and Engineering,607 E Healey ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000196,CNU",,
,Shelford Vivarium,608 E Healey ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000056,CNU",,
,Urbana Park District Warehouse,705 N Hickory ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912109301002A,FPP",,
,"Grammer, Jacob",809 E High Ln,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116110003",,
,Murphys Oil USA #7275,110 S High RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912114101002,FPP,704",,
,Birkey's Farm Store,2202 S High RD,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,932123300005,FPP,704",,
,Joe Allan Properties,404 W High ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117133009",,
,Klatt Properties,603 W High ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117113005",,
,"CMT, Inc.",705 W High ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117108006",,
,Crisis Nursery,1309 W Hill ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107407003",,
,Nogle & Black Aviation Storage,1401 W Hill ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107402003",,
,New Birth Baptist Church,1402 W Hill ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107401014,FPP",,
,Nogle & Black Aviation Warehouse,1403 W Hill ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107402002",,
,Covenant Storage,1407 W Hill ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,912107402001",,
,Apostolic Christian Truth Sanctuary,1003 E Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922116155002,FPP",,
,"Schimmel, Robert",711 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117155003",,
,P & P Properties,712 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117108003",,
,"Kazemi, Abbas A.",713 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117155001",,
,"Butts, Lawrence",802 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117103018",,
,Campus Property Management,804 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117103013",,
,Wampler Property Management,807 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,922117151009A",,
,Levis Faculty Center,909 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000126,URU",,
,Center for Advanced Studies,912 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000285,URU",,
,Student-Staff A/C Center,1106 W Illinois ST,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000180,URU",,
,Erlanger House,303 W Indiana AVE,,Urbana,IL,61801,,,,,,,,,,,,,,"NOMATCH,UIUC000332",,
